student_ID,accuracy_submit,accuracy_problem
0088dc183f73c83f763e,0.20930232558139536,1.0
00cbf05221bb479e66c3,0.19166666666666668,1.0
00df647ee4bf7173642f,0.1108786610878661,1.0
0107f72b66cbd1a0926d,0.3277310924369748,1.0
011d454f199c123d44ad,0.19607843137254902,1.0
01558eef77a8d39b7103,0.2827586206896552,1.0
016226278e6a69e10aa4,0.15810276679841898,1.0
01a691413dc5897db83f,0.08103130755064457,1.0
01d8aa21ef476b66c573,0.23076923076923078,1.0
01qkq6w2v62cimidb3b7,0.2047244094488189,0.5714285714285714
02068067a434adb6556a,0.0,0.0
0258f681a9e1756dfc76,0.10633946830265849,1.0
03754dce5ec7731fb3e2,0.32113821138211385,1.0
037a76bc8e6bf5fe1fc0,0.926829268292683,1.0
03aa0b20dd4af1888eef,0.2134387351778656,1.0
03b463f52c0fff35433b,0.5555555555555556,1.0
03e0c9bff3a9557480d9,0.24615384615384617,0.8333333333333334
04f2689b4ea16d8d7d9a,0.07248764415156507,0.7631578947368421
0557b1363a5092b5811f,0.116,1.0
056ab41140f68c15db14,0.16793893129770993,1.0
058c03d945c4ae0978a0,0.45977011494252873,1.0
05e1c3ce1728da7e37e0,0.16556291390728478,0.9166666666666666
05e6d9723ab3cde0841d,0.07166666666666667,1.0
061db2c91f94c612f2d4,0.59375,1.0
06309f4c8785254f4c13,0.4810126582278481,1.0
06aff3e28c5db152f506,0.460431654676259,1.0
071685b292483b04e836,0.4878048780487805,1.0
074d7f43de7264306775,0.19811320754716982,0.9210526315789473
077d5c82c9ee5019220f,0.34782608695652173,1.0
07e3362d20ff4337671b,0.5,1.0
091554ffa26fc9b17c36,0.5733333333333334,1.0
09400a9b50b6c96c5510,0.313953488372093,1.0
098b2c66cbc1ed736e14,0.3235294117647059,1.0
0999173c045ee29a0b44,0.35714285714285715,1.0
09dfa3f18e48917f0242,0.138328530259366,1.0
09e4bfadd7e012c37c7c,0.3591549295774648,1.0
0a7f1a73361654329281,0.32786885245901637,1.0
0a8736f6520cea837d94,0.13782051282051283,1.0
0b02f701b1179f9f74f9,0.2360248447204969,1.0
0b16d35f1f39a063708a,0.1225,1.0
0b28c0a454678b75eefb,0.6385542168674698,1.0
0b307ee95b41e222f204,0.2994011976047904,1.0
0b828e1ae026c57b34dd,0.4431818181818182,1.0
0b8bea274b24847526b7,0.3627450980392157,0.9473684210526315
0bb8692f43a372e8d967,0.4715447154471545,1.0
0c57caf5358d30408034,0.20967741935483872,1.0
0c670262b3941d307600,0.2620689655172414,1.0
0c81ca27b7d931b6ff6e,0.1889400921658986,1.0
0d260d8fac2289c8ed9e,0.1780821917808219,1.0
0d4a3518a188f6888380,0.8181818181818182,1.0
0df40593e76a840fd64b,0.12322274881516587,1.0
0e062d9fa22dc8e3bca2,0.4634146341463415,1.0
0e804947f4cdc2721046,0.30985915492957744,1.0
0eb6eec8b4bee8ab6a44,0.2857142857142857,1.0
0ef8b2c9e039eaace596,0.25268817204301075,1.0
0f160cd19890b97092b9,0.3445378151260504,1.0
0f8bd9e33125347965a1,0.20652173913043478,1.0
0fc996fff93c00ca5ced,0.08754863813229571,1.0
0gfiioqi5g8djhh1wzol,0.2905405405405405,0.6666666666666666
0i1e50rz4mkhee97xvpo,0.22727272727272727,0.5405405405405406
0lgtv09uoh3ova8sjbze,0.18125,0.4864864864864865
0m2kzubx9r60wyrsjj7j,0.22,0.5675675675675675
0m8o7nuv982vnv3328qw,0.2890625,0.6842105263157895
0maggb1hf886m5u6p2vr,0.1910828025477707,0.6052631578947368
0qamadarf6xhm9pm2jta,0.25757575757575757,0.6111111111111112
0sgnvj4zfg3xjjb9fl6h,0.18518518518518517,0.5833333333333334
0txd5enpfmbrth46w74b,0.1937984496124031,0.4594594594594595
0z4mockl76xn8mhdaehw,0.174496644295302,0.5
1096bd470d3ddff1ec1c,0.203125,1.0
10de703c06bf9d873d68,0.37305699481865284,1.0
10qi28ikwz4c4v22b06i,0.3333333333333333,0.6857142857142857
117ee98c7f916c88ddbb,0.17592592592592593,1.0
119b36a5797d5ce69625,0.288135593220339,1.0
11dae4659d30031a10dd,0.2712765957446808,1.0
1202c731c612353ceef0,0.13712374581939799,1.0
1224ceafb61456a033d0,0.2682926829268293,1.0
12s3yomv0kltozc1qxc4,0.27848101265822783,0.6578947368421053
1329b6cf41debecda787,0.4485981308411215,1.0
132c90d4a027a4477ad0,0.29411764705882354,1.0
1367d35cf39783effa7a,0.1780821917808219,1.0
139429592a9c23c08b71,0.3888888888888889,1.0
1397545fbe9882e5cd42,0.2995169082125604,1.0
13de1d3a55477a0c0329,0.3111111111111111,1.0
13f8b8305f6c25c21921,0.0958904109589041,1.0
13nq2h723zixyhir01lf,0.2634730538922156,0.6842105263157895
151cd83784ab9007e8d8,0.19760479041916168,1.0
152a0c17daaaa4e65e14,0.2787878787878788,1.0
1552f58e2818ce7fa863,0.22596153846153846,1.0
15ab118362ecbbd03b52,0.36752136752136755,1.0
1629f353a742f6a73251,0.3865546218487395,1.0
166cb02ac436c9d3662f,0.08210526315789474,0.9736842105263158
16c505069c1e5c2bece5,0.6440677966101694,1.0
16d68f70cf5e52d0b34a,0.23853211009174313,1.0
170a695a2717bcd9b74b,0.15441176470588236,1.0
17656005bd4086137ab7,0.2582781456953642,1.0
17dda5f588bed077c742,0.3574144486692015,1.0
17e429460d5fda251953,0.12686567164179105,1.0
17f2d0e73044110cdea5,0.3120567375886525,1.0
18654732ca312afc173f,0.1939655172413793,1.0
1883af270e36a7580332,0.3464052287581699,1.0
18cdd44af62c6935e7a0,0.27734375,1.0
1974349ec27d7d67bf08,0.1843137254901961,1.0
19793e7e55b68c8dd776,0.29133858267716534,0.9473684210526315
19buea1jycypffshcw38,0.23776223776223776,0.6111111111111112
19fb3075dd2798538c9d,0.5131578947368421,1.0
19rc4zj7sw4ms0996992,0.23076923076923078,0.6666666666666666
1afepx549ssnar1m9acp,0.18543046357615894,0.6388888888888888
1b0baf552d2cd47ee10b,0.6551724137931034,1.0
1b25734414fcc7466153,0.16333333333333333,1.0
1b36a3223f9dd94a211f,0.22596153846153846,1.0
1bd9bb053a3ac1bba507,0.6705882352941176,1.0
1ca19e51244cdd3f09ff,0.4367816091954023,1.0
1cfe33c5b178a0c2367f,0.3277310924369748,1.0
1d50eac067378042684b,0.23577235772357724,1.0
1d7229e0f5f825007870,0.38317757009345793,1.0
1e25b47eaef62694a236,0.4351145038167939,1.0
1eekhswi2ckx4uw0j1c9,0.25170068027210885,0.6842105263157895
1f56b6bda24efafcf3a4,0.2358490566037736,1.0
1f67cb2e7affbb00b6c8,0.14166666666666666,1.0
1fa4f2361b8a03040292,0.25668449197860965,1.0
1fc5b87acdfc2a8b580c,0.3464566929133858,1.0
1feef8b4129f5bf21e67,0.4016393442622951,1.0
1hrtipd0awjpggdje5e2,0.23648648648648649,0.6176470588235294
1jzg1fpf08iiahfbdqc1,0.3076923076923077,0.6857142857142857
1kvfwfp2hr5hjxjxzjqd,0.2867132867132867,0.7297297297297297
1mp9yiw6rkrr3846047g,0.22556390977443608,0.6
1n42senfkcjopw1zh39l,0.11194029850746269,0.3783783783783784
1nebcwra7a0fduy8c1fa,0.18181818181818182,0.5675675675675675
1otvyki9oso9bg6ob16u,0.21621621621621623,0.5675675675675675
1t6e0wa99fijxi3ssnzk,0.3384615384615385,0.7352941176470589
1vb2vsoy23nr0monflhx,0.22377622377622378,0.6666666666666666
1wctsudkyal73r2xhycw,0.2932330827067669,0.6363636363636364
204a7d6db340a3c18ca7,0.7735849056603774,1.0
204fdbe885269686a392,0.2625,1.0
20f97b68982d1b2f5c73,0.14982578397212543,1.0
211ed39c57c6e6cdefbf,0.2822085889570552,1.0
2150588a5903d9a77b79,0.20304568527918782,1.0
217c87d59a4372c4f3fc,0.16115702479338842,1.0
219jkfkejubvu4dvuv13,0.25316455696202533,0.5675675675675675
21e23771e52cb5291b19,0.1079136690647482,1.0
21fc5674d24be8e9da89,0.7450980392156863,1.0
222d5ee50487a2b8601b,0.363013698630137,1.0
22ae866c664a147f9971,0.40860215053763443,1.0
22fey6dqzcrm0jbtfnmm,0.29936305732484075,0.7837837837837838
22wb5ostye8edvfar59p,0.20496894409937888,0.5405405405405406
23dd64a1d2e4965198bf,0.3883495145631068,1.0
23f1f5d3d90e2890a423,0.19844357976653695,1.0
23mn6b9vjnjy55hgo4au,0.26515151515151514,0.6216216216216216
24524df0ca55659c384e,0.30198019801980197,1.0
24ca7714d40e2fe53821,0.25333333333333335,0.972972972972973
25019b8f1c3ac537894b,0.3170731707317073,1.0
25c8e1ae2335e8c3e5b3,0.14583333333333334,1.0
264320c6b92b92795ba0,0.17937219730941703,1.0
27cc9165eef05eb1733f,0.39805825242718446,1.0
2826ec26211d83efd2c6,0.26785714285714285,1.0
2842c82981077b78b3cd,0.13043478260869565,1.0
28719a42e0cbf4991b7f,0.2824858757062147,1.0
28bc8af257c48eac3bf1,0.4,1.0
28d90a892cc66338f962,0.19704433497536947,1.0
28tmrs0kyrrh1odyvf21,0.25157232704402516,0.6756756756756757
29172d2e39ca0d890848,0.4329896907216495,1.0
2933a3227c7ce7fe21eb,0.3684210526315789,0.9428571428571428
2959d8017312337a2ba6,0.11959287531806616,1.0
29acddb87cfe062d73f5,0.2568306010928962,1.0
2a003b122e9500e465c4,0.2670807453416149,1.0
2a515047aa9d085849a2,0.19112627986348124,1.0
2a6ap0t2rsvoogmydj3a,0.20279720279720279,0.4864864864864865
2af634997fba501740c2,0.23036649214659685,1.0
2b54ed4af8281eb82f58,0.21787709497206703,1.0
2b935bfe06ef02369807,0.42391304347826086,1.0
2b9ef4e3749f713870b0,0.21212121212121213,0.9736842105263158
2c3b89432513b2035664,0.47619047619047616,1.0
2c6339f7c23a64d02081,0.384,1.0
2ccfa5f79c8b61e465d4,0.24290220820189273,1.0
2d526c27123e59103e29,0.10482180293501048,1.0
2db6dd71f1d07300382c,0.5125,1.0
2ddkknvpbz2j9wlvybtj,0.2937062937062937,0.7368421052631579
2e2c00240c341a4265e3,0.32575757575757575,1.0
2e3e7cbe0e69add8d31a,0.5666666666666667,0.9714285714285714
2e40c1b07d32d3b80862,0.16317991631799164,1.0
2e54b1c7bff5847c82a8,0.1900647948164147,1.0
2ea821273e01ec758583,0.21739130434782608,1.0
2ecb7fb5ff8899614c12,0.23076923076923078,1.0
2egpenarap9h0a2k0bc5,0.23943661971830985,0.6666666666666666
2f3c37735e817244e646,0.40384615384615385,1.0
2f3ef424b925a9881b81,0.2777777777777778,1.0
2fe9648ea28753c73c2c,0.16535433070866143,1.0
2h9c9tdsnoz1hyzo5frt,0.2549019607843137,0.631578947368421
2jvnsh0veb6qnn3uv6i8,0.3356164383561644,0.7777777777777778
2krjeqjgjqfuumdo3ibt,0.2624113475177305,0.6388888888888888
2ui63dibc4r8oo0p9agh,0.23684210526315788,0.6285714285714286
2uxkhe454qk8jvk0ufvp,0.36923076923076925,0.7567567567567568
2xsbkm76x36qvddrl2yo,0.2898550724637681,0.6944444444444444
2zfdinkl7qrn0o62tlp4,0.26515151515151514,0.6470588235294118
301f57984e5d2969c938,0.2945205479452055,1.0
306627b1ecbdf4e3aa34,0.2375,0.9473684210526315
3094825929f936abb792,0.4068627450980392,1.0
311abc37a94ae8afe41a,0.3355263157894737,1.0
31741464205aa8cdb4f5,0.3181818181818182,1.0
3267b84814316e2fa25e,0.23493975903614459,1.0
329622100fe091a4c48c,0.16820276497695852,1.0
32n93dfesjggabieb85t,0.31125827814569534,0.75
3313c40ea45a87f9d2e7,0.46017699115044247,1.0
33184c1cba6a37cdbda2,0.09592326139088729,1.0
33b73273ab8e1a11fcda,0.46987951807228917,1.0
33c123d08dc07edb50f9,0.5671641791044776,1.0
33ddb1517601db520cd6,0.31297709923664124,1.0
34aaaa47df8c4aa4d926,0.17427385892116182,1.0
34qcy2qj5lij7g82hpvw,0.17123287671232876,0.5263157894736842
3531c5f9d520759ba697,0.19262295081967212,1.0
3555053023c67d592439,0.38095238095238093,1.0
3565d61f3efec69e611c,0.49382716049382713,1.0
359f25d9131a0699405b,0.24691358024691357,1.0
35e028ec34bfdb7a6d26,0.27388535031847133,1.0
35wcdp4s13xmtyq5f7os,0.3103448275862069,0.7222222222222222
360820d6620d17d1b48b,0.20068027210884354,1.0
3672e2896ad7d8f2404e,0.39622641509433965,1.0
367c27a001837dabb2e9,0.3125,0.9736842105263158
36ebf305b7206112f676,0.27932960893854747,0.9736842105263158
374ff25490a1f0aba47f,0.31840796019900497,1.0
37905cfdcd105683aaf4,0.3194444444444444,1.0
37ae91c472189108a737,0.4270833333333333,1.0
37f3b3d773c5c073bc9a,0.3644859813084112,1.0
38357be0ab369a9ae942,0.40298507462686567,1.0
388090578f22a3c33738,0.4105263157894737,1.0
390d1fc3b78420815190,0.18269230769230768,1.0
3919286d3d8c4f4d339c,0.22277227722772278,1.0
3a9d955e2ef47191a742,0.24413145539906103,1.0
3ab864e1e692786fefd2,0.30303030303030304,1.0
3ac65fbc295f5fbd2ff7,0.3577981651376147,1.0
3b3b2319b0995f149ecc,0.20161290322580644,1.0
3b6f3bb370f3107e257d,0.7450980392156863,1.0
3ba42ec5350aacb0750a,0.13903743315508021,1.0
3bf7b3c9aa7d93ecb603,0.1836734693877551,1.0
3c1b9222136b752563f6,0.5616438356164384,1.0
3c37e3ad275dcdd39e2c,0.23383084577114427,1.0
3c71b62d597098c4cd18,0.4368932038834951,1.0
3c89c7f1db26ae691db8,0.14248704663212436,1.0
3cic5ziycjx4ik4ll0v1,0.2905405405405405,0.7222222222222222
3d63ba961a5f3a60616a,0.40186915887850466,1.0
3dba043eb6065ad3a343,0.2,1.0
3dglsy7ee3ytfq1lpwlv,0.22839506172839505,0.6756756756756757
3f34e3108d1108dab0fd,0.5844155844155844,1.0
3f55d44d7572d52b2987,0.46808510638297873,1.0
3f81bf9625e47ca1963f,0.3308270676691729,1.0
3fee5c27236cbb682727,0.3445378151260504,1.0
3ff069e95a9047dbfa8b,0.3004115226337449,1.0
3iz4t53ooerb6sruxf3n,0.35714285714285715,0.7352941176470589
3j2vbe9wnsfu4lpkyne4,0.2138364779874214,0.5945945945945946
3lbe8ny12qw7qwcyihpn,0.2692307692307692,0.6666666666666666
3m4gx52iq3mwqdycm8mm,0.29375,0.8611111111111112
3p34idi1traz2k8j0ulk,0.25333333333333335,0.7368421052631579
3pmmf04ujwm9fuffa0ss,0.15447154471544716,0.4166666666666667
3qvqfnzdg358mord1cku,0.3053435114503817,0.6842105263157895
3sc0054rs9ik2p3l3zzr,0.2634730538922156,0.6578947368421053
3w0b2b1gz9i1nhmtab7s,0.2827586206896552,0.6756756756756757
3ywgcurp27qp1fydp27z,0.275,0.7222222222222222
40eb36011ced9a882ea9,0.5042016806722689,1.0
41126caf1874c098d357,0.4148148148148148,1.0
4130weedl0x9hc7qe5a4,0.19480519480519481,0.5675675675675675
413cbf664ac3ba8307ea,0.2556053811659193,1.0
4156dc6090d72c95c23b,0.5,1.0
418f4730434eaced55a2,0.5416666666666666,1.0
41abb1b9df74d29b7732,0.4,1.0
41e9ff991a4a21f423a8,0.3885350318471338,1.0
41f718ae2aed1d6c2573,0.33620689655172414,0.9473684210526315
424de2c5e2c1f5652cdc,0.20689655172413793,1.0
42dd5f9cd9e2c3ac9ed7,0.2716049382716049,1.0
42e83553ca9d77ab4aee,0.3373493975903614,1.0
430420fb41fe0a889868,0.17716535433070865,1.0
432fd26823e230070734,0.140893470790378,1.0
4388d48ebff4cf866ecd,0.2826086956521739,0.6944444444444444
43d34a076620e32fedfa,0.2412280701754386,1.0
43d98a750c726bb39d11,0.35766423357664234,1.0
446d2ad0ca2908ffa4f9,0.6451612903225806,1.0
4474f24ef69e01e2c001,0.2073170731707317,0.9285714285714286
4478eae73fb84cedb102,0.15498154981549817,1.0
44c7cf3881ae07f7fb3e,0.31176470588235294,1.0
44x159fl0pw2uucriuga,0.2789115646258503,0.6578947368421053
451b0095938a3c54efc4,0.35,1.0
453d43b3f6bdf467e672,0.28413284132841327,1.0
454c91e8f96c1dc4e994,0.1634980988593156,1.0
45b6cc87a7e957f83027,0.39751552795031053,1.0
460fa4961434cf281423,0.22988505747126436,1.0
46a60ed041c8ebf98061,0.4883720930232558,1.0
46a7a18ca160c829a15f,0.13725490196078433,1.0
46e2d5243b6eef040f97,0.39215686274509803,1.0
4738a118c8b8fa271fd6,0.3722627737226277,1.0
47b08a7751ab609be9e5,0.3838383838383838,1.0
47eeab842793b09300c3,0.29605263157894735,0.9473684210526315
47vclaej1xmb0rc8kgka,0.22818791946308725,0.631578947368421
4884f3bdc068ef01e042,0.1523545706371191,1.0
488934d01a504bc212b4,0.3007518796992481,1.0
488fc49e8fccd665c3e2,0.08878504672897196,1.0
48a71a6a5a15e31084e3,0.35294117647058826,1.0
48a96425072cefa0dc69,0.2746478873239437,1.0
48ad93c227abfa9542aa,0.22727272727272727,1.0
490bhm7of35x1ixmdp9v,0.25,0.6486486486486487
498121d2486259ef1b3a,0.21367521367521367,1.0
49a91a4dce6838ffcbcd,0.33505154639175255,1.0
49b95110a8c59f6b6c58,0.15406976744186046,1.0
49ef48443e09f8be12f6,0.33613445378151263,1.0
4a0890c15c26984c191f,0.22641509433962265,1.0
4a6e1cf1e4e9d8f54717,0.6666666666666666,1.0
4a7f53c0a376edadf38a,0.16141732283464566,1.0
4acutl013itvh9va99p7,0.32558139534883723,0.6764705882352942
4atjmlccken75lck9ffp,0.23529411764705882,0.6470588235294118
4bceaffe5e429ed3333b,0.475,1.0
4bq1kdgygbtif8w80s5y,0.18705035971223022,0.4864864864864865
4c26df96293b4a52bc03,0.26174496644295303,1.0
4c79be630ae9d3db6aaf,0.1443661971830986,1.0
4c90f16c0fcd85d3de25,0.11197916666666667,1.0
4ca5c8ea55be09213d14,0.3333333333333333,1.0
4cb96f0d9108066442a8,0.39090909090909093,1.0
4cc0dc56eecea1d928d1,0.3128834355828221,1.0
4cmc1clqeje7atfrg4db,0.2357142857142857,0.5833333333333334
4dfdfa5e1a04c832b9b4,0.26903553299492383,1.0
4e4bb1f26e34ca0a13dc,0.273972602739726,1.0
4e508744a9816cc4586a,0.4691358024691358,1.0
4e768251c78b687fa993,0.18992248062015504,1.0
4edfd2e1b7c5c5d1d384,0.44155844155844154,0.8611111111111112
4erna0vkk9gu5umle1se,0.31297709923664124,0.7352941176470589
4ewf46mylf75olvvihqj,0.24444444444444444,0.6111111111111112
4fl8e5s0nf65bm2m34f0,0.28776978417266186,0.6486486486486487
4glo109mkgy7azntyttp,0.3181818181818182,0.75
4i0t5tq7o78lvc1zglgr,0.18548387096774194,0.5142857142857142
4nun1ah7qw10q705a2aq,0.2978723404255319,0.6666666666666666
4oqxw56hzk4fk8aqh3e0,0.22857142857142856,0.6756756756756757
4v5xbvn3yhmvs97477pc,0.26666666666666666,0.5405405405405406
4v8jwi9ynwjob7t67edm,0.24615384615384617,0.5675675675675675
4vnvytgnlmv4jbfw9h3t,0.3153846153846154,0.7027027027027027
4x441h9y6wzknmtdw7q4,0.2789115646258503,0.6571428571428571
4xh67ezjc331pg9q3kfv,0.23841059602649006,0.6
4y1vvkscejq34042oag4,0.24806201550387597,0.5428571428571428
504278569f7c6dff25e3,0.6794871794871795,1.0
50673b01fd2b0c765572,0.2694300518134715,1.0
50fec4ca4283ad18c000,0.43333333333333335,1.0
510a90cd169e2eb042ab,0.1016597510373444,1.0
522837ace4fd8dd743f2,0.07954545454545454,1.0
52a24e35d5356ab34a2e,0.25252525252525254,1.0
52d965ebf3ec0518bc0f,0.43333333333333335,1.0
52f1bca9ac9c792e4457,0.25165562913907286,1.0
52f4899e918b57df28da,0.42857142857142855,1.0
533bc4c6716035e694ac,0.21904761904761905,1.0
